card_id,name,pitch,classes,talents,kind,type_text,cost,power,defense,cc_legal,rarities,easiest_rarity,sets,printing_code,image_url
bzrT9j7m9tGmr8BbKKk9J,Plunge,3,Assassin|Ninja,,Deck,Assassin / Ninja Action - Attack,1,1,2,true,C,C,OUT,OUT153,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OUT153.webp
Tn8F8pBjHjqW7rfPLw9Wg,Plunge the Prospect,1,Assassin,,Deck,Assassin Action - Attack,0,3,3,true,C|P,C,GEM|HNT,GEM024,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM024.webp
r7GmThKTHQtDW6RcFbdPR,Plunge the Prospect,2,Assassin,,Deck,Assassin Action - Attack,0,2,3,true,C,C,HNT,HNT042,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/HNT042.webp
nM9GmbLjcNCPLTjfBH7fk,Plunge the Prospect,3,Assassin,,Deck,Assassin Action - Attack,0,1,3,true,C,C,HNT,HNT043,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/HNT043.webp
jJdBmPDP6DkFFwwDG6wNg,Plutonic Starplate,,,Lightning,Equipment,Lightning Equipment - Chest,,,0,true,L,L,OMN,OMN141,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OMN141-RF.webp
dbKgpPzLgwFdjfrhRmbgK,Point of Engagement,1,Warrior,,Deck,Warrior Action,0,,3,true,C,C,HNT,HNT137,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/HNT137.webp
cqpqWdPdBWCLfHzrR9rHt,Point of Engagement,2,Warrior,,Deck,Warrior Action,0,,3,true,C,C,HNT,HNT138,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/HNT138.webp
ThCWFGk7TfpwDbfPmKCT6,Point of Engagement,3,Warrior,,Deck,Warrior Action,0,,3,true,C,C,FNG|HNT,FNG025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/FNG025.webp
dGQHwjhbMcCh7QbQQDRJJ,Point of Escalation,2,Warrior,,Deck,Warrior Attack Reaction,1,,3,true,M,M,MPW,MPW025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW025.webp
tqJNQ68KhJHWdJN8mFrdq,Point the Tip,1,Ranger,,Deck,Ranger Action,0,,2,true,C,C,AAZ|DYN,AAZ020,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AAZ020.webp
RGprh7bBDNJBFGQDRtqzB,Point the Tip,2,Ranger,,Deck,Ranger Action,0,,2,true,C,C,DYN,DYN169,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DYN169.webp
m8D6pkbQNGJqRRJTkGkCT,Point the Tip,3,Ranger,,Deck,Ranger Action,0,,2,true,C,C,DYN,DYN170,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DYN170.webp
LpcMH9ftTRHRc9gw9j6hw,Poison the Tips,2,Ranger,,Deck,Ranger Action,0,,2,true,M,M,CRU,CRU124,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/CRU124.webp
BqMDcNR8b6m7L7QPtHgTB,Poison the Well,3,Generic,,Deck,Generic Instant,0,,,true,M|P,M,DTD|JDG,DTD231,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DTD231.webp
GQCmNFkh9NCHrf7FNDrg9,Poisoned Blade,1,Assassin|Ninja,,Deck,Assassin / Ninja Action - Attack,1,3,2,true,C,C,CIN|HNT,CIN017,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/CIN017.webp
HK8KdHmNDkgcFgTPcdKbD,Poisoned Blade,2,Assassin|Ninja,,Deck,Assassin / Ninja Action - Attack,1,2,2,true,C,C,HNT,HNT186,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/HNT186.webp
8cbhPbn7mwTQnwcpD78RH,Poisoned Blade,3,Assassin|Ninja,,Deck,Assassin / Ninja Action - Attack,1,1,2,true,C,C,HNT,HNT187,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/HNT187.webp
ptW6MqBGczWDtTKnmrLFH,Polar Blast,1,,Ice,Deck,Ice Action,1,,2,true,C|P,C,ELE|LGS,ELE166,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ELE166.webp
kqkwTjFqGH99hzDwWJN98,Polar Blast,2,,Ice,Deck,Ice Action,1,,2,true,C|P,C,ELE|LGS|OLD,ELE167,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ELE167.webp
pfR8W7qrNLmgF6G6wtTff,Polar Blast,3,,Ice,Deck,Ice Action,1,,2,true,C|P,C,AJV|ELE|LGS,AJV021,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AJV021.webp
pdJnb8zmwpRcmqbcH7JTH,Polar Cap,1,Wizard,Elemental,Deck,Elemental Wizard Action,2,,3,true,C,C,SIY|UPR,SIY015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SIY015.webp
rfqChPM7KDBRhh789TtDm,Polar Cap,2,Wizard,Elemental,Deck,Elemental Wizard Action,2,,3,true,C,C,UPR,UPR123,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/UPR123.webp
L9QHgTrJMCPMd6DfgDCNr,Polar Cap,3,Wizard,Elemental,Deck,Elemental Wizard Action,2,,3,true,C,C,UPR,UPR124,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/UPR124.webp
jfHbfHfWB7KPd8NTmqDd9,Polarity Reversal Script,1,Mechanologist,,Deck,Mechanologist Action - Item,1,,,true,R,R,EVO,EVO078,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/EVO078.webp
q7gj97HJJJD7Kkbk8PkBp,Polarus Pulse Ray,1,Illusionist,Lightning,Deck,Lightning Illusionist Action - Attack,2,7,3,true,R,R,AZS|OMN,AZS011,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AZS011.webp
cjgpLNMgcd7HBcnJnDJ6j,Polarus Pulse Ray,2,Illusionist,Lightning,Deck,Lightning Illusionist Action - Attack,2,6,3,true,R,R,OMN,OMN010,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OMN010.webp
Mh9bPkdPw6Hf7NCQhTqgp,Polarus Pulse Ray,3,Illusionist,Lightning,Deck,Lightning Illusionist Action - Attack,2,5,3,true,R,R,OMN,OMN011,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OMN011.webp
gggJzRrtDDmNMKht6Whk7,Polished Blade,1,Warrior,,Deck,Warrior Attack Reaction,0,,3,true,M,M,AHA,AHA009,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AHA009.webp
WMTq8GLHDK9ztDckQNDDw,Polly Cranka,,,,Deck,Puffin Companion - Off-Hand Ally,,,,true,L|V,L,SEA,SEA003,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SEA003-RF.webp
HpWqFJW8ftTDdzCLK9RkD,Ponder,,Generic,,Token,Generic Token - Aura,,,,true,B|T|C|P,B,AZS|DYN|FAB|LGS|OMN|OSC|OUT|ROS|SBZ|UZU,AZS031,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AZS031.webp
QMpq7DpJhfwJKkBfr6JKF,Pop the Bubble,1,Wizard,,Deck,Wizard Action,0,,3,true,R,R,ROS,ROS176,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ROS176.webp
dTfFbRdN9zLPKfgWd8mmp,Pop the Bubble,2,Wizard,,Deck,Wizard Action,0,,3,true,R,R,ROS,ROS177,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ROS177.webp
Fwd6jCqPfPh696Kz7gLfW,Pop the Bubble,3,Wizard,,Deck,Wizard Action,0,,3,true,R,R,ROS|VER,ROS178,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ROS178.webp
KLrGzkPn8QfB6cqNqcN8m,Popped Collar Polo,,Generic,,Equipment,Generic Equipment - Chest,,,0,false,P,P,JDG|LSS,JDG060,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/JDG060-CF.webp
PRkRJkPDTwbd7RLCKPkNt,Portside Exchange,3,Pirate,,Deck,Pirate Action,0,,3,true,R,R,AGB|SEA|SGB,AGB029,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AGB029.webp
qLwNCBR9FCfnnPtPjkWNp,Potion of Déjà Vu,3,Generic,,Deck,Generic Action - Item,0,,,true,R,R,EVR,EVR185,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/EVR185.webp
LRdKLkdKnTJ8CCczKmwzw,Potion of Ironhide,3,Generic,,Deck,Generic Action - Item,0,,,true,R,R,EVR,EVR186,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/EVR186.webp
K6NjFFzbnPdFpFCDRLMrK,Potion of Luck,3,Generic,,Deck,Generic Action - Item,0,,,true,R,R,EVR,EVR187,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/EVR187.webp
HkNT7zKrjgzBDp6Mq76Nm,Potion of Seeing,3,Generic,,Deck,Generic Action - Item,0,,,true,R,R,EVR,EVR184,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/EVR184.webp
fNMMHHpLGMCjHh8KQG8nW,Potion of Strength,3,Generic,,Deck,Generic Action - Item,0,,,true,R|P,R,1HP|BVO|FAB|TCC|WTR,1HP382,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP382.webp
cGJkkqNfjfkwKDkcqwMBk,Pounamu Amulet,3,Generic,,Deck,Generic Action - Item,0,,,true,M|V,M,SEA,SEA195,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SEA195.webp
HjFKhRGTDGJDk8NGmdFjB,Pouncing Paws,,Ninja,,Equipment,Ninja Equipment - Legs,,,1,true,R|P,R,FAB|SFA|TCC,FAB367,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/FAB367-GF.webp
jDjbmKWW9RHJwwncKDDfK,Pouncing Qi,1,Ninja,,Deck,Ninja Action - Attack,0,3,3,true,C,C,DYN|MST|TCC|ZEN,DYN056,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DYN056.webp
KGCccRcdK768czQhpzLPq,Pouncing Qi,2,Ninja,,Deck,Ninja Action - Attack,0,2,3,true,C,C,DYN|MST,DYN057,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DYN057.webp
qmQ6tmqFznzMnf9dcDRcF,Pouncing Qi,3,Ninja,,Deck,Ninja Action - Attack,0,1,3,true,C,C,DYN|MST|ZEN,DYN058,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DYN058.webp
kHtKHFpcQzRfhtQ8WGBzF,Pound for Pound,1,Generic,,Deck,Generic Action - Attack,3,6,2,true,C,C,MON,MON278,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MON278.webp
WGdTdNctcb6FPKwfCfpHB,Pound for Pound,2,Generic,,Deck,Generic Action - Attack,3,5,2,true,C,C,MON,MON279,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MON279.webp
HGLJL8mtz7JNN9djNW68Q,Pound for Pound,3,Generic,,Deck,Generic Action - Attack,3,4,2,true,C,C,MON,MON280,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MON280.webp
hRnmhw6LKLJCh9MqM8RPq,Pound of Flesh,3,Brute,Shadow,Deck,Shadow Brute Action,0,,3,true,R,R,PEN,PEN189,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/PEN189.webp
jkPdKzd9rfgc7W87rjr6r,Pound Town,1,Brute,,Deck,Brute Action - Attack,3,7,3,true,C,C,ARR|HVY|RHI,ARR011,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARR011.webp
hBNjTCpMptr8QmFbPHjN8,Pound Town,2,Brute,,Deck,Brute Action - Attack,3,6,3,true,C,C,ARR|HVY,ARR020,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARR020.webp
rKcfc9TTdwWgLrqtWJ67N,Pound Town,3,Brute,,Deck,Brute Action - Attack,3,5,3,true,C,C,AKO|HVY|RHI,AKO021,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AKO021.webp
QBBDQjBmrCk9CR7BG8wmH,Pounding Gale,1,Ninja,,Deck,Ninja Action - Attack,1,5,3,true,S,S,WTR,WTR085,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/WTR085.webp
MhtpFzdKHmtPPrnLwWhnq,Pour the Mold,1,Mechanologist,,Deck,Mechanologist Action,0,,3,true,R,R,ARC,ARC014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC014.webp
r8TWKrQFMwGwD976H6LN6,Pour the Mold,2,Mechanologist,,Deck,Mechanologist Action,0,,3,true,R,R,ARC,ARC015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC015.webp
Nd8DdbchbdmFPFgNLRPDD,Pour the Mold,3,Mechanologist,,Deck,Mechanologist Action,0,,3,true,R,R,ARC,ARC016,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC016.webp
dkT9ghbNpFJ9qCfrPQq88,Powder Keg,3,Mechanologist,,Deck,Mechanologist Action - Item,0,,,true,M,M,DYN,DYN094,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DYN094.webp
cKBWfJd9ttcpKtGrbCJTG,Power of Make Believe,1,Illusionist,,Deck,Illusionist Action - Attack,3,7,3,true,C,C,PEN,PEN130,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/PEN130.webp
zrz9QBLtdGfJWhDqtQrCB,Power of Make Believe,2,Illusionist,,Deck,Illusionist Action - Attack,3,6,3,true,C,C,PEN,PEN131,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/PEN131.webp
NCCwNW9fwRKHbGqnDTjK6,Power of Make Believe,3,Illusionist,,Deck,Illusionist Action - Attack,3,5,3,true,C,C,PEN,PEN132,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/PEN132.webp
tWPTFLgzJcgw7nkn8rT7F,Power Play,1,Guardian,,Deck,Guardian Action - Attack,3,3,3,true,C,C,SUP,SUP186,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SUP186.webp
r7J9m7TcMRndwCLRTKBjN,Power Play,2,Guardian,,Deck,Guardian Action - Attack,3,2,3,true,C,C,SUP,SUP187,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SUP187.webp
g99FP9tt8L7dtmfqwDnH8,Power Play,3,Guardian,,Deck,Guardian Action - Attack,3,1,3,true,C|P,C,GEM|SLY|SUP,GEM103,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM103.webp
qFzrQChhnbgNcnQ7d9tKW,Power Stance,3,Warrior,,Deck,Warrior Action - Aura,0,,3,true,R|P,R,FAB|HNT,FAB314,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/FAB314-RF.webp
RznwHPTkhd7rfzzJc9dp8,Prayer of Bellona,2,Warrior,Light,Deck,Light Warrior Action,1,,3,true,M,M,DTD,DTD053,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DTD053.webp
PzGjPPLt9cWDqTWCQnzTC,Preach Modesty,1,Ninja,,Deck,Ninja Action - Aura,0,,2,true,M,M,SEA,SEA252,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SEA252.webp
bGHDTHMbhKnnkgWBpNzFJ,Precision Press,1,Warrior,,Deck,Warrior Action,1,,3,true,R,R,DYN,DYN076,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DYN076.webp
rKzqQTTkzfqRBzdPmdpcg,Precision Press,2,Warrior,,Deck,Warrior Action,1,,3,true,R,R,DYN,DYN077,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DYN077.webp
RWDphL6CBKRwDcqCHKfTG,Precision Press,3,Warrior,,Deck,Warrior Action,1,,3,true,R,R,DYN,DYN078,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DYN078.webp
8zzHWnJ8WdM8HtWn7FFCF,Predatory Assault,1,Brute,,Deck,Brute Action - Attack,2,6,3,true,C,C,CRU,CRU013,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/CRU013.webp
dzkNcddzgqbwg8k6KmD8c,Predatory Assault,2,Brute,,Deck,Brute Action - Attack,2,5,3,true,C,C,CRU,CRU014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/CRU014.webp
WRkGPfTHMdgBnGtNpBhnp,Predatory Assault,3,Brute,,Deck,Brute Action - Attack,2,4,3,true,C,C,CRU,CRU015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/CRU015.webp
JRcHqqHkwdJML7wfMRhM7,Predatory Plating,,Brute,,Equipment,Brute Equipment - Chest,,,2,true,R,R,PEN|SKA,PEN003,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/PEN003.webp
r9GQj9McpQbr8Jf9jhkch,Predatory Streak,1,Ninja,,Deck,Ninja Action,0,,2,true,C|P,C,DYN|LGS,DYN062,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DYN062.webp
fgtKgMrhTRwMmQqMfg9FH,Predatory Streak,2,Ninja,,Deck,Ninja Action,0,,2,true,C|P,C,DYN|LGS|TCC,DYN063,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DYN063.webp
fdfdpDhwBKNpbGPntGkKd,Predatory Streak,3,Ninja,,Deck,Ninja Action,0,,2,true,C|P,C,DYN|LGS|TCC,DYN064,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DYN064.webp
fMgQnGBfTgfGdLFMDjDWJ,Premeditate,1,Generic,,Deck,Generic Action,0,,2,true,M,M,ANQ|OUT,ANQ022,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ANQ022.webp
jpWjmrzckFnCzG8tFMppt,Preserve Tradition,3,,Mystic,Deck,Mystic Instant,0,,,true,C|P|V,C,ENG|LGS|MST|SEN|ZEN,ENG027,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ENG027.webp
Tjgtqc8jPgrGrz6JbNfbW,Prey on Insecurity,1,Assassin,,Deck,Assassin Action - Attack,0,3,3,true,M,M,MPA,MPA024,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA024.webp
9Rc87J7TGt8DWffqnKjCf,Prey Spotters,,Assassin,,Equipment,Assassin Equipment - Head,,,1,true,R,R,AAC|SAR,AAC004,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AAC004-RF.webp
qR8DkwWmrqGqzd9BbCDbH,Prime the Crowd,1,Generic,,Deck,Generic Action,2,,2,true,C,C,SLY|SUP,SLY013,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SLY013.webp
DnWNQrGqLW69pqRdTDhmT,Prime the Crowd,2,Generic,,Deck,Generic Action,2,,2,true,C,C,SUP,SUP237,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SUP237.webp
8N7gGzcDDNK7d8jFGPrR6,Prime the Crowd,3,Generic,,Deck,Generic Action,2,,2,true,C,C,SUP,SUP238,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SUP238.webp
DTNR6KNnBDCBqkczc9PnT,Primed to Fight,1,Guardian,,Deck,Guardian Action - Attack,5,9,3,true,M,M,HVY,HVY058,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/HVY058.webp
HFHk96nMLCb7djccbnWpR,Primeval Bellow,1,Brute,,Deck,Brute Action,0,,3,true,C,C,1HP|WTR,1HP040,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP040.webp
wG8dQmKcfwwGMwdRzjpwn,Primeval Bellow,2,Brute,,Deck,Brute Action,0,,3,true,C,C,1HP|WTR,1HP041,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP041.webp
qw9LBP66tDQBHwRcgTTjg,Primeval Bellow,3,Brute,,Deck,Brute Action,0,,3,true,C,C,1HP|RNR|WTR,1HP042,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP042.webp
NGkHQHjzkFqfmGLKmRCpj,Prism,,Illusionist,Light,Hero,Light Illusionist Hero - Young,,,,false,T|R|P|V,T,HER|MON|PEN|PSM,HER034,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/HER034-CF.webp
dhbhdcr8CB6ngRrf9GTgm,"Prism, Advent of Thrones",,Illusionist,Light,Hero,Light Illusionist Hero - Young,,,,false,M|P,M,DTD|HER,DTD002,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DTD002.webp
jrQcdHwPDPTt8PWTdNLqk,"Prism, Awakener of Sol",,Illusionist,Light,Hero,Light Illusionist Hero,,,,true,M|P,M,DTD|GEM|HER|WIN,DTD001,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DTD001.webp
F7rQpTDjHFWPgQhcGg7RT,"Prism, Sculptor of Arc Light",,Illusionist,Light,Hero,Light Illusionist Hero,,,,true,T|M|P,T,APR|HER|MON|WIN,APR001,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/APR001.webp
WtGmJPqkJc7nWGRBCFwww,Prismatic Lens,2,Mechanologist,,Deck,Mechanologist Action - Item,1,,,true,M,M,EVO,EVO071,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/EVO071.webp
9f8NPBQcRJWdqLqBhQfpB,Prismatic Leyline,2,Generic,,Deck,Generic Action,0,,3,true,M,M,MST,MST193,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST193.webp
KHwWtFzhjTgbrJJrkGjFc,Prismatic Shield,1,Illusionist,,Deck,Illusionist Instant,3,,,true,R,R,MON|PSM,MON092,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MON092.webp
GwNppkqrrrfrMgRWhT9rr,Prismatic Shield,2,Illusionist,,Deck,Illusionist Instant,3,,,true,R,R,MON,MON093,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MON093.webp
bFjnrzdmFLkwdBbWHnGfR,Prismatic Shield,3,Illusionist,,Deck,Illusionist Instant,3,,,true,R,R,MON,MON094,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MON094.webp
mRCfW6wBLjzRzjnNrKqQn,Prized Galea,,Warrior,,Equipment,Warrior Equipment - Head,,,2,true,R|P,R,AOL|FAB|HVY|LGS|OLA,AOL003,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AOL003.webp
LcDcpG8KLwjzKkdqwpnHn,Prizeworn Gauntlet,,Warrior,,Equipment,Warrior Equipment - Arms,,,2,true,M,M,AOL,AOL005,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AOL005-RF.webp
hGWwgMph6rFkMJJKq8Bqq,Prizeworn Pathfinders,,Guardian|Warrior,,Equipment,Guardian / Warrior Equipment - Legs,,,1,true,R,R,AOL,AOL006,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AOL006-RF.webp
KcrNLmMjgffQ6hqBbnBrL,Prizeworn Plating,,Warrior,,Equipment,Warrior Equipment - Chest,,,2,true,M,M,AOL,AOL004,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AOL004-RF.webp
G7WBwbd7TnnMMp8R9tkMw,Proclaim Vengeance,1,,Draconic,Deck,Draconic Instant,0,,,true,C|P,C,GEM|HNT,GEM018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM018.webp
wQcpct8M6ddWK6BkKMMgC,Proclamation of Abundance,,Adjudicator,,Equipment,Adjudicator Equipment - Off-Hand,,,,false,P,P,JDG,JDG009,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/JDG009-CF.webp
LwtRft6CKgLFgbDKrwTJn,Proclamation of Combat,,Adjudicator,,Equipment,Adjudicator Equipment - Off-Hand,,,,false,P,P,JDG,JDG025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/JDG025-CF.webp
7tzgdpf9qnJbqRp6PTNj7,Proclamation of Production,,Adjudicator,,Equipment,Adjudicator Equipment - Off-Hand,,,,false,P,P,JDG,JDG019,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/JDG019-CF.webp
nPNcp7BDrghp6dLPfHnNp,Proclamation of Requisition,,Adjudicator,,Equipment,Adjudicator Equipment - Off-Hand,,,,false,P,P,JDG,JDG003,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/JDG003-CF.webp
BLCMLHnwnbRKbdhPJ9DQp,Professor Teklovossen,,Mechanologist,,Hero,Mechanologist Hero - Young,,,,false,M|P,M,HER|TCC,HER104,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/HER104-CF.webp
8WTJfBChbRBpfPLzbJkB9,Prognosticate,1,Wizard,,Deck,Wizard Action,0,,3,true,C,C,DYN,DYN203,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DYN203.webp
ctHW6nkg8WJKJcmqRtTpH,Prognosticate,2,Wizard,,Deck,Wizard Action,0,,3,true,C,C,DYN,DYN204,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DYN204.webp
6nPhzmrgb6bf6Km6gDBFG,Prognosticate,3,Wizard,,Deck,Wizard Action,0,,3,true,C,C,DYN,DYN205,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DYN205.webp
WDDHGnJfg7HGgWcnRGrN7,Promise of Plenty,1,Generic,,Deck,Generic Action - Attack,0,3,2,true,R,R,CRU,CRU183,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/CRU183.webp
GTLKqwK6pfzjdmCgRgd9W,Promise of Plenty,2,Generic,,Deck,Generic Action - Attack,0,2,2,true,R,R,CRU,CRU184,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/CRU184.webp
g9LhkTgkgNBCtwmcPCgdP,Promise of Plenty,3,Generic,,Deck,Generic Action - Attack,0,1,2,true,R,R,CRU,CRU185,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/CRU185.webp
jFpwffNmqGB8nTHt7mzp9,Promising Terrain,3,Guardian,,Deck,Guardian Action - Aura,0,,3,true,R|P,R,LGS|MPG,LGS390,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/LGS390-RF.webp
bRKLFbq7gKkdTQnqBmWgC,Prophetic Quickstep,2,Runeblade,Lightning,Deck,Lightning Runeblade Action - Attack,1,3,3,true,R,R,OMN,OMN055,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OMN055.webp
kWMK7khntdgCmPBhqmkJ9,Proto Base Arms,,Mechanologist,,Equipment,Mechanologist Equipment - Base Arms,,,,true,T|C|P,T,EVO|LGS|TCC,EVO024,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/EVO024.webp
cNNm9qpcDKNGdmMgr9htd,Proto Base Chest,,Mechanologist,,Equipment,Mechanologist Equipment - Base Chest,,,,true,T|C|P,T,EVO|LGS|TCC,EVO023,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/EVO023.webp
MfJzLNc8CpcPLnpqfQGtN,Proto Base Head,,Mechanologist,,Equipment,Mechanologist Equipment - Base Head,,,,true,T|C|P,T,EVO|LGS|TCC,EVO022,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/EVO022.webp
nggPgQmcj9hBWttfDrKtn,Proto Base Legs,,Mechanologist,,Equipment,Mechanologist Equipment - Base Legs,,,,true,T|C|P,T,EVO|LGS|TCC,EVO025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/EVO025.webp
8W97NwL96dwBpfqDCWKrz,Provoke,3,Warrior,,Deck,Warrior Attack Reaction,1,,3,true,M,M,HNT,HNT117,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/HNT117.webp
